platform,id,title,vendor,category,description,tags,created_at,updated_at,price,availability,variants_count,image,is_available,price_level,title_length,score
Shopify,7193764560976.0,Women's Tree Dasher 2 - Utility - Natural Black/Dark Jungle (Natural White Sole),Allbirds,Shoes,"<p>With tough tread, protective overlays, and blissfully bouncy soles, our Tree Dasher 2 Utility is ready to explore.</p>","['allbirds::carbon-score => 5.48', 'allbirds::cfId => color-2cdc3d9bafb97b34b46703917b1973c8', 'allbirds::complete => true', 'allbirds::edition => limited', 'allbirds::gender => womens', 'allbirds::hue => black', 'allbirds::hue => grey', 'allbirds::master => womens-tree-dashers-utility', 'allbirds::material => tree', 'allbirds::price-tier => tier-4', 'allbirds::silhouette => dasher', 'FINAL SALE', 'shoprunner', 'YCRF_womens-perform-shoes', 'YGroup_ygroup_womens-tree-dashers-utility']",2025-07-03T10:27:34-07:00,2026-05-15T10:58:16-07:00,-0.13957902784928444,1.0,13.0,https://cdn.shopify.com/s/files/1/1104/4168/files/A11784_25Q3_Tree_Dasher_2_Utility_Natural_Black_Dark_Jungle_Natural_White_Sole_PDP_LEFT-2000x2000_1289c8bd-66a1-4d33-9f64-d80f7a78c728.png?v=1751563657,1.0315516441129906,1.0211227119467086,2.158020844254246,1.194380834929888
Shopify,7205611077712.0,Women's Wool Runner NZ Mid Waterproof - Stony Cream/Rugged Beige (Stony Cream Sole),Allbirds,Shoes,<p>Downpours happen. Be prepared with fully waterproof kicks boasting a little extra coverage. This stylish sneaker adds a mid-top silhouette and weather-ready features to the cozy comfort of the Wool Runner NZ.</p>,"['allbirds::carbon-score => undefined', 'allbirds::cfId => color-13fcc35ca729fd783e714d0d49b05327', 'allbirds::complete => true', 'allbirds::edition => limited', 'allbirds::gender => womens', 'allbirds::hue => beige', 'allbirds::master => womens-wool-runner-nz-mid-waterproof', 'allbirds::material => wool', 'allbirds::price-tier => tier-2', 'allbirds::silhouette => runner up', 'loop::returnable => true', 'shoprunner', 'YCRF_womens-move-shoes-half-sizes', 'YGroup_ygroup_womens-wool-runner-nz-mid-waterproof']",2025-08-09T00:29:22-07:00,2026-05-15T10:58:15-07:00,-0.10469269947193839,1.0,13.0,https://cdn.shopify.com/s/files/1/1104/4168/files/A12061_25Q3_Wool-Runner-NZ-Mid-Waterproof-Stony-Cream-Rugged-Beige-Stony-Cream-Sole_PDP_LEFT_110f94dc-82d2-47c2-83a7-898de1c2dba8.png?v=1757724229,1.0315516441129906,1.0211227119467086,2.3324187467020465,1.193705883614197
Shopify,7205566775376.0,Women's Wool Runner NZ Mid Waterproof - Natural Black/Royal Blue (Barely Grey Sole),Allbirds,Shoes,<p>Downpours happen. Be prepared with fully waterproof kicks boasting a little extra coverage. This stylish sneaker adds a mid-top silhouette and weather-ready features to the cozy comfort of the Wool Runner NZ.</p>,"['allbirds::carbon-score => undefined', 'allbirds::cfId => color-849f4fb98b9bb4a34f3c1ddb7901c792', 'allbirds::complete => true', 'allbirds::edition => limited', 'allbirds::gender => womens', 'allbirds::hue => black', 'allbirds::hue => blue', 'allbirds::master => womens-wool-runner-nz-mid-waterproof', 'allbirds::material => wool', 'allbirds::price-tier => tier-2', 'allbirds::silhouette => runner up', 'loop::returnable => true', 'shoprunner', 'YCRF_womens-move-shoes-half-sizes', 'YGroup_ygroup_womens-wool-runner-nz-mid-waterproof']",2025-08-08T22:24:32-07:00,2026-05-15T10:58:15-07:00,-0.10469269947193839,1.0,13.0,https://cdn.shopify.com/s/files/1/1104/4168/files/A12026_25Q4_Wool-Runner-NZ-Mid-Waterproof-Natural-Black-Royal-Blue-Barely-Grey-Sole_PDP_LEFT_4aac0797-bae2-49da-b101-b00954750d44.png?v=1757724203,1.0315516441129906,1.0211227119467086,2.3324187467020465,1.193705883614197
Shopify,8286163337344.0,Kith for NBA All-Star New York Knicks Latrell Sprewell Vintage Tee - Black,Kith,Short Sleeve Tees,"<p>230 GSM vintage-washed cotton jersey<br></p>
<p>Ribbed neckline<br></p>
<p>New York Knicks graphic printed on the front </p>
<p>Latrell Sprewell artwork on the front</p>
<p>NBA logo screen-printed on the sleeve </p>
<p>Machine wash inside out</p>
<p>Wash with like colors</p>
<p> </p>
<p>Style: khm034972-001</p>
<p>Color: Black</p>
<p>Material: 100% Cotton</p>","['021326', '021326kith', '021326nba', '021326nbagolive', '021326tees', '041326allstar', '041326knicksmp', 'apparel', 'appyridha', 'baycrews:26073060007410', 'ea021226nba', 'ea021226tees', 'final-sale', 'flow_tagged:types', 'Graphic', 'graphics', 'khm034972', 'khm034972-001', 'Kith', 'Kith for Knicks Latrell Sprewell Vintage Tee - Black', 'limit-quantity-two', 'M NBA ALL STAR 26 (1)', 'mens', 'new-arrival', 'new-arrivals', 'primary', 'shopifyflow:removedtag', 'short sleeve tee', 'short sleeve tees', 'short sleeves tees', 'specificSC', 'tee', 'tee shirt', 'tees', 'top', 'tops']",2026-02-09T11:20:52-05:00,2026-05-15T13:58:35-04:00,-0.19772290847819451,1.0,6.0,https://cdn.shopify.com/s/files/1/0094/2252/files/KHM034972-001-Front.jpg?v=1770737134,1.0315516441129906,1.0211227119467086,1.8092250393586446,1.1931933967555328
Shopify,7132538667088.0,Women's Tree Runner Go - Utility - Natural Black (Natural Black Sole),Allbirds,Shoes,"<p>With tough tread, protective overlays, and stretchy no-lace laces, these explore-ready sneakers make it easier than ever to get outside.</p>","['allbirds::carbon-score => 4.83', 'allbirds::cfId => color-womens-tree-runner-go-utility-ntrl-blck-ntrl-blck', 'allbirds::complete => true', 'allbirds::edition => limited', 'allbirds::gender => womens', 'allbirds::hue => black', 'allbirds::master => womens-tree-runner-go-utility', 'allbirds::material => tree', 'allbirds::price-tier => tier-4', 'allbirds::silhouette => runner', 'FINAL SALE', 'shoprunner', 'YCRF_womens-move-shoes-half-sizes', 'YGroup_ygroup_womens-tree-runner-go-utility']",2024-12-05T16:57:10-08:00,2026-05-15T10:58:16-07:00,-0.2413308189498771,1.0,13.0,https://cdn.shopify.com/s/files/1/1104/4168/files/A11488_25Q2_Tree_Runner_Go_Utility_Natural_Black_Natural_Black_PDP_LEFT-2000x2000_76300992-0ce1-4e6f-a0ac-bd3b12ef777e.png?v=1751063776,1.0315516441129906,1.0211227119467086,1.5185618686123101,1.1927852483881374
Shopify,7113645424720.0,Women's Wool Dasher Mizzle - Natural Black/Chasm Teal (Stony Beige Sole),Allbirds,Shoes,"<p>The Wool Dasher Mizzle is a running shoe that uses natural materials to give you extra grip and keep your feet cozy and dry on cold, wet runs.</p>","['allbirds::carbon-score => 7.65', 'allbirds::cfId => color-womens-wool-dasher-mizzles-ntrl-blk-multi-stny-bg', 'allbirds::complete => true', 'allbirds::edition => limited', 'allbirds::gender => womens', 'allbirds::hue => black', 'allbirds::hue => blue', 'allbirds::hue => green', 'allbirds::master => womens-wool-dasher-mizzles', 'allbirds::material => wool', 'allbirds::price-tier => tier-4', 'allbirds::silhouette => dasher', 'collection:apr26', 'FINAL SALE', 'shoprunner', 'YCRF_womens-perform-shoes', 'YGroup_ygroup_womens-wool-dasher-mizzles']",2024-10-02T20:01:19-07:00,2026-05-15T10:58:13-07:00,-0.21225887863542203,1.0,13.0,https://cdn.shopify.com/s/files/1/1104/4168/files/A11025_24Q4_Dasher_2_Mizzle_Waitomo_Natural_Black_Multi_Stony_Beige_PDP_LEFT-1000x1000_ca4055fb-926f-4752-a1f4-63d0a90587eb.png?v=1776208978,1.0315516441129906,1.0211227119467086,1.6929597710601108,1.1907670452937213
Shopify,6806508404938.0,Gymshark x Saalt Studios Seamless Jersey - GS Asphalt Grey/GS Pitch Grey,Gymshark | Be a visionary.,Mens>Apparel>SS Tops>v_neck,"<p><b>MINIMAL EFFORT, MAXIMUM RESULTS</b></p><p>In collaboration with Saalt Studio, we’ve created iconic, effortless streetwear styles that subtly rep the gym on your days off. </p><ul>
<li>Durable &amp; soft material for rest day </li>
<li>Neutral shades that go with everything</li>
<li>Dropped shoulders for a relaxed feel </li>
<li>Graphic on the front</li>
<li>Seamless ribbed detailing</li>
<li>V-neck</li>
</ul><p><br></p><p><b>SIZE &amp; FIT</b></p><ul>
<li>Oversized fit</li>
<li>Cropped length</li>
<li>Model is 6'1"" and wears L</li>
</ul><p><br></p><p><b>MATERIALS &amp; CARE</b></p><ul><li>71% Nylon, 29% Polyester</li></ul><p><br></p><p>SKU: A3C1W-GD51</p>","['30/04/26', 'activity:Conditioning', 'airport-outfits', 'akeneo_updated_at:1778681385', 'all-products', 'build-your-wishlist', 'category:SS Tops', 'conditioning', 'created_by:product-service', 'division:Apparel', 'exclude-from-staff-discount', 'feature: seamless', 'filter-colour:Grey', 'fit:Oversized Fit', 'garmentLength:Boxy', 'get-the-look:A3C1W-GD51', 'get-the-look:A5A1O-BBBB', 'graphic-collection', 'graphics', 'gymshark_title', 'INTL-30/04/26', 'loungewear', 'lower-bucket', 'Mens', 'most-loved', 'must-have', 'NAM-30/04/26', 'new-releases', 'outlet', 'over-40-off', 'over-50-off', 'over-60-off', 'over-70-off', 'oversized-t-shirts', 'percentageInStockV2', 'pump-cover', 'range:Gymshark x Saalt Studios', 'rest-day', 'sale-t-shirts-tops', 'seamtype:Seamless', 'season:SS26', 'segmentation:Conditioning', 'short-sleeve', 'sizeguide:top', 'spanish-translated', 'studio', 'subcategory:V-Neck', 't-shirts-tops', 'tier:1', 'top-rated']",2026-01-09T04:36:24-08:00,2026-05-15T10:57:51-07:00,-0.20935168460397655,1.0,7.0,https://cdn.shopify.com/s/files/1/0156/6146/files/images-GSxSaaltStudiosSeamlessJerseyGSAsphaltGreyGSPitchGreyA3C1W_GD51_0686_V1.jpg?v=1774357683,1.0315516441129906,1.0211227119467086,1.6929597710601108,1.1888999471687942
Shopify,7132496756816.0,Men's Tree Dasher 2 - Utility - Natural White/Rustic Brown (Natural White Sole),Allbirds,Shoes,"<p>With tough tread, protective overlays, and blissfully bouncy soles, our Tree Dasher 2 Utility is ready to explore.</p>","['allbirds::carbon-score => 5.48', 'allbirds::cfId => color-mens-tree-dasher2-utility-ntl-wht-rsc-bn-ntl-wht', 'allbirds::complete => true', 'allbirds::edition => limited', 'allbirds::gender => mens', 'allbirds::hue => brown', 'allbirds::hue => white', 'allbirds::master => mens-tree-dashers-utility', 'allbirds::material => tree', 'allbirds::price-tier => tier-4', 'allbirds::silhouette => dasher', 'FINAL SALE', 'shoprunner', 'YCRF_mens-perform-shoes', 'YGroup_ygroup_mens-tree-dashers-utility']",2024-12-05T15:59:23-08:00,2026-05-15T10:58:16-07:00,-0.13957902784928444,1.0,13.0,https://cdn.shopify.com/s/files/1/1104/4168/files/A11405_25Q2_Tree_Dasher_2_Utility_Natural_White_Rustic_Brown_Natural_White_PDP_LEFT-2000x2000.png?v=1751066438,1.0315516441129906,1.0211227119467086,2.099888210104979,1.1885675715149613
Shopify,6806691053770.0,Gymshark Conditioning Club Washed Zip Through Hoodie - Iron Blue/Wash,Gymshark | Be a visionary.,Mens>Apparel>Pullovers>hoodie,"<p><b>THE HYBRID ATHLETE’S UNIFORM</b></p><p>Why choose when you were built for it all? Gymshark Conditioning Club. Made for those who move fast and lift heavy. For early starts, late sessions and everything in between.</p><ul>
<li>Loopback sweat fabric</li>
<li>Kangaroo pouch pocket with internal secure zip pocket on the right</li>
<li>Versatile design for everything from running to rowing</li>
<li>Durable heavyweight washed fabric</li>
<li>Gymshark Conditioning Club graphic on the back</li>
<li>Full zip</li>
</ul><p><br></p><p><b>SIZE &amp; FIT</b></p><ul>
<li>Oversized fit</li>
<li>Model is 5'10"" and wears M</li>
</ul><p><br></p><p><b>MATERIALS &amp; CARE</b></p><ul>
<li>78% Cotton, 22% Polyester</li>
<li>350gsm, heavyweight fabric</li>
</ul><p><br></p><p><br></p><p>SKU: A4C3M-UD82</p>","['02/04/26', 'activity:Conditioning', 'airport-outfits', 'akeneo_updated_at:1778681492', 'all-products', 'build-your-wishlist', 'category:Pullovers', 'conditioning', 'conditioning-club', 'created_by:product-service', 'division:Apparel', 'feature: zip pocket', 'filter-colour:Blue', 'fit:Oversized Fit', 'functional-fitness', 'functional-fitness-boost', 'garmentLength:Boxy', 'get-the-look:A4C3M-UD82', 'get-the-look:A4C7H-BB2J', 'get-the-look:I1B7H-BB2J', 'get-the-look:I2C5C-WB57', 'gifts-for-runners', 'graphic-hoodies', 'heavyweight-hoodies', 'hiit', 'hoodies', 'hoodies-jackets', 'hoodies-sale', 'INTL-02/04/26', 'lower-bucket', 'Mens', 'most-loved', 'must-have', 'NAM-02/04/26', 'outlet', 'over-40-off', 'over-50-off', 'over-60-off', 'over-70-off', 'oversized-hoodies', 'percentageInStockV2', 'pullovers', 'pump-cover', 'range:Conditioning Club', 'running', 'running-hoodies', 'seamtype:C&S', 'season:SS26', 'segmentation:Conditioning', 'sizeguide:top', 'spanish-translated', 'subcategory:Hoodie', 'tier:2', 'top-rated', 'tracksuits', 'winter-running-gear', 'zip-hoodies']",2026-02-18T08:05:37-08:00,2026-05-15T10:58:01-07:00,-0.23260923685554058,1.0,7.0,https://cdn.shopify.com/s/files/1/0156/6146/files/images-ConditioningClubWashedPulloverGSIronBlueGSIronBlueWASHA4C3M_UD82_0462_V1.jpg?v=1774969229,1.0315516441129906,1.0211227119467086,1.5185618686123101,1.1867930490177483
Shopify,7205594759248.0,Men's Wool Runner NZ Mid Waterproof - Natural Black/Royal Blue (Barely Grey Sole),Allbirds,Shoes,<p>Downpours happen. Be prepared with fully waterproof kicks boasting a little extra coverage. This stylish sneaker adds a mid-top silhouette and weather-ready features to the cozy comfort of the Wool Runner NZ.</p>,"['allbirds::carbon-score => undefined', 'allbirds::cfId => color-2bbb480fe7666ce3724f7e0835c8b4cb', 'allbirds::complete => true', 'allbirds::edition => limited', 'allbirds::gender => mens', 'allbirds::hue => black', 'allbirds::hue => blue', 'allbirds::master => mens-wool-runner-nz-mid-waterproof', 'allbirds::material => wool', 'allbirds::price-tier => tier-2', 'allbirds::silhouette => runner up', 'loop::returnable => true', 'shoprunner', 'YCRF_mens-move-shoes-half-sizes', 'YGroup_ygroup_mens-wool-runner-nz-mid-waterproof']",2025-08-08T23:10:31-07:00,2026-05-15T10:58:15-07:00,-0.10469269947193839,1.0,13.0,https://cdn.shopify.com/s/files/1/1104/4168/files/A12026_25Q4_Wool-Runner-NZ-Mid-Waterproof-Natural-Black-Royal-Blue-Barely-Grey-Sole_PDP_LEFT.png?v=1757723786,1.0315516441129906,1.0211227119467086,2.216153478403513,1.1820793567843437
